Month,Beer_Volume,Beer.price_lag_3,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate_lag_1,Unemployment.Female.PCT_lag_3,Unemployment.Male.PCT_lag_1,Employment.rate,Employment.Male.PCT,Employment.Female.PCT_lag_1,Employment.to.population.ratio.15.,Money.Supply_inv,Currency.in.Circulation_lag_2,Customs.and.import.tax,Taxes.on.goods.and.services_lag_3,Total.Excise,Wine.Equalistaion.Tax_lag_3,Global.events_lag_1,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days_inv,Number.of.Tourists.1wk._inv,Number.of.Tourists.1.2.wks_lag_3,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths_lag_2,Number.of.Tourists.2.3mths_lag_2,Number.of.Tourists.3.6mths_lag_2,Number.of.Tourists.6.12mths_lag_1,Season_lag_1,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc._lag_3,Elections_lag_3,PMI_lag_1,FAI.Evolution_lag_3,Real.Estate.Investment_lag_3,GDP_lag_1,GDP.per.capita_lag_1,GDP.per.capita.growth_SqRT,GDP.Growth.rate_SqRT,Private.Sector.Expenditure_lag_1,Cash.Consumption.Expenditure_lag_1,Government.Expenditure_lag_3,Total.Exports_inv,Total.Imports_inv,Balance.of.Import.and.Export_lag_1,CPI_inv,Inflation.PCT_lag_3,Total.Import.and.Export_inv,Population.NSW_inv,Population.VIC_inv,Population.QLD_inv,Population.SA_inv,Population.WA_inv,Population.TAS_lag_3,Population.NT_inv,Population.ACT_inv,Population.Australia_inv,Population.by.Gender_lag_3,GDP.USD_lag_1,Government.Revenue_lag_1,FDI.Investment.Utilized,Urbanization.rate_lag_1,WPI_lag_1,GDP.deflator_lag_1,Urban.population_lag_1,Urban.population.PCT.growth,Total.Population_lag_1,LDA.Population_lag_1,Population.Under.18_lag_1,Population.in.age.bracket.18...24_lag_1,Population.in.age.bracket.25...34_lag_1,Population.in.age.bracket.35...44_lag_1,Population.in.age.bracket.45...54_lag_1,Population.in.age.bracket.55...64_lag_1,Population.in.age.bracket.65...74_lag_1,Population.in.age.bracket.75...84_lag_1,Population.in.age.bracket.85...100_lag_1,On.premise...Off.premise.Split_lag_1,Total.expenditure_lag_1,PCT.of.population.born.locally_lag_1,Output.of.Beer_lag_1,Output.of.Cider..Perry_inv,Output.of.RTDs..High.Strength.Premixes_lag_1,Output.of.Spirits_lag_1,Output.of.Wine_inv,Output.of.Soft.Drinks_lag_1,Disposable.Income_lag_1,Weighted.Temp_inv
10-01-2013,1574.435691,4.868937,8.35214,4344.773438,0.056604765,0.052293176,0.057062183,0.610970657,0.669938298,0.55748884,0.646778789,0.007799168,58282.01999,823.741,5150.699,1921.289,63.368,0,0,0,1,0.045454545,8.03E-06,247400,192100,131700,30500,25300,9600,1,0,0,51.66,81328,27584,389788,16794.7677,0.213614833,0.221570199,291398,220259,71127,1.32E-05,1.14E-05,1.191706331,0.009541985,0.022,6.11E-06,0.000134056,0.000172868,0.000213444,0.00059642,0.000394265,513.378,0.004117938,0.002608854,4.29E-05,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.041241397
11-01-2013,1576.22275,5.06589,8.104479,4525.069824,0.055865277,0.055569968,0.057873018,0.608389831,0.667272504,0.553698028,0.646106023,0.007743984,58625.33536,796.518,4897.964,2204.139,51.49,0,1,0,0,0.047619048,8.25E-06,215000,164200,148100,23500,18700,8700,1,0,0,53.16,81328,27584,408924,17561.13474,0.213614833,0.221570199,302989,230856,71127,1.32E-05,1.14E-05,1.15794888,0.009541985,0.022,6.11E-06,0.000134056,0.000172868,0.000213444,0.00059642,0.000394265,513.378,0.004117938,0.002608854,4.29E-05,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.039850355
12-01-2013,1897.742974,5.039227,7.737413,8368.519531,0.054269627,0.056067334,0.055876651,0.612618607,0.672794916,0.551223038,0.645689507,0.007683365,59097.3521,834.02,1841.434,2574.626,50.75,0,1,1,4,0.055555556,1.14E-05,280200,362200,78100,19900,19800,9700,1,0,1,47.72,81328,27584,408924,17561.13474,0.213614833,0.221570199,302989,230856,71127,1.32E-05,1.14E-05,1.15794888,0.009541985,0.022,6.11E-06,0.000134056,0.000172868,0.000213444,0.00059642,0.000394265,513.378,0.004117938,0.002608854,4.29E-05,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.036444943
01-01-2014,1431.416965,5.108886,7.909753,5814.73584,0.05675152,0.053494906,0.058309224,0.600218464,0.661534,0.554219758,0.645532058,0.007632399,59292.47747,843.145,6519.266,1730.105,51.671,0,1,1,2,0.047619048,1.16E-05,236100,215500,99300,45300,25500,10900,2,0,0,47.6,84822,28804,408924,17561.13474,NA,NA,302989,230856,72147,1.37E-05,1.27E-05,1.15794888,0.009487666,0.027,6.60E-06,0.000133463,0.000171903,0.000212549,0.000594422,0.00039223,513.948,0.004116921,0.002597848,4.27E-05,0.502564467,1564,370.4,137781,0.85490164,104.005168,98.60608358,19763063,0.016236856,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.009437639,268.8434,63.0631,0.001822822,4003.4,35827.71772,0.033892219
02-01-2014,1295.234895,5.108555,8.032137,4472.916016,0.063764851,0.052373957,0.06346941,0.606661617,0.669162079,0.540706989,0.645607768,0.007595367,63018.06969,730.914,5330.105,1852.129,88.048,1,0,0,0,0.05,9.25E-06,217900,152300,238100,43600,19100,19800,2,0,0,46.7,84822,28804,381262,16298.61944,NA,NA,288066,217650,72147,1.37E-05,1.27E-05,1.082181798,0.009487666,0.027,6.60E-06,0.000133463,0.000171903,0.000212549,0.000594422,0.00039223,513.948,0.004116921,0.002597848,4.27E-05,0.502564467,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.034787474
03-01-2014,1298.673707,5.137767,7.704807,4647.788574,0.06802136,0.054909776,0.064340266,0.609397234,0.669528054,0.545993168,0.645889871,0.007558465,60638.51291,620.104,3061.992,2395.84,81.403,0,0,0,1,0.05,8.25E-06,229300,175900,84700,20000,18100,12400,2,0,0,48.63,84822,28804,381262,16298.61944,NA,NA,288066,217650,72147,1.37E-05,1.27E-05,1.082181798,0.009487666,0.027,6.60E-06,0.000133463,0.000171903,0.000212549,0.000594422,0.00039223,513.948,0.004116921,0.002597848,4.27E-05,0.502564467,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.03695071
04-01-2014,1500.886595,5.13926,7.428785,4874.59668,0.062333622,0.064115434,0.058834734,0.609793611,0.670249992,0.551022113,0.646244721,0.007514605,60168.12208,726.665,2884.92,1965.979,88.865,1,1,1,3,0.052631579,8.91E-06,220900,251200,56500,14600,15000,12100,3,0,0,47.89,68075,23017,381262,16298.61944,0.207306826,0.214536925,288066,217650,70417,1.31E-05,1.20E-05,1.082181798,0.009442871,0.029,6.27E-06,0.000133095,0.000171288,0.000211868,0.000593278,0.000391076,514.676,0.004109004,0.00259507,4.26E-05,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.0420136
05-01-2014,1255.636159,5.188815,7.259985,4114.753906,0.058187655,0.07236307,0.05717954,0.609140117,0.668008785,0.551106925,0.646548727,0.007469454,60263.17252,902.448,7372.303,1951.169,80.976,0,0,0,0,0.045454545,8.57E-06,176900,200700,78500,20400,18000,14600,3,1,0,44.78,68075,23017,398810,16999.07087,0.207306826,0.214536925,295606,222501,70417,1.31E-05,1.20E-05,1.096032497,0.009442871,0.029,6.27E-06,0.000133095,0.000171288,0.000211868,0.000593278,0.000391076,514.676,0.004109004,0.00259507,4.26E-05,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.046628543
06-01-2014,1248.203353,5.218802,7.598876,3471.268799,0.058467534,0.066427572,0.056558517,0.608558245,0.66679758,0.551999131,0.646693192,0.007419042,61487.31347,814.683,3232.048,2209.899,60.686,0,0,0,1,0.05,9.39E-06,210000,274900,102800,23900,21100,12800,3,0,0,49.22,68075,23017,398810,16999.07087,0.207306826,0.214536925,295606,222501,70417,1.31E-05,1.20E-05,1.096032497,0.009442871,0.029,6.27E-06,0.000133095,0.000171288,0.000211868,0.000593278,0.000391076,514.676,0.004109004,0.00259507,4.26E-05,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.054358389
07-01-2014,1295.34551,5.181195,7.208424,3893.320557,0.058786433,0.059375053,0.058831823,0.607152008,0.665634299,0.552032396,0.646666618,0.007365582,60666.58389,828.279,5929.157,1989.049,65.046,0,0,0,0,0.043478261,9.32E-06,281700,224800,127700,29300,31300,10600,4,0,0,48.91,81732,27415,398810,16999.07087,0.037456548,0.071063521,295606,222501,73101,1.26E-05,1.14E-05,1.096032497,0.009398496,0.03,5.98E-06,0.000132595,0.000170485,0.000211168,0.000592227,0.000389726,514.726,0.004102413,0.002585576,4.25E-05,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.056808789
08-01-2014,1273.485672,5.22793,7.504777,3914.160156,0.060333093,0.060700112,0.061105381,0.608059599,0.664984483,0.550398619,0.646486913,0.007316996,60777.50076,773.501,5213.348,1930.917,79.739,0,0,0,0,0.047619048,8.38E-06,212100,213000,175300,40700,30600,13100,4,0,0,50.66,81732,27415,400824,17022.92045,0.037456548,0.071063521,298128,226202,73101,1.26E-05,1.14E-05,1.109823817,0.009398496,0.03,5.98E-06,0.000132595,0.000170485,0.000211168,0.000592227,0.000389726,514.726,0.004102413,0.002585576,4.25E-05,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.05463784
09-01-2014,1338.542127,5.172277,7.239272,4706.96582,0.05960849,0.058733214,0.059898054,0.605233323,0.663063815,0.552825367,0.646216213,0.007266908,61336.35923,688.383,4283.764,2169.768,63.958,0,0,0,0,0.045454545,8.09E-06,235700,299600,135400,35500,24900,14900,4,0,0,47.62,81732,27415,400824,17022.92045,0.037456548,0.071063521,298128,226202,73101,1.26E-05,1.14E-05,1.109823817,0.009398496,0.03,5.98E-06,0.000132595,0.000170485,0.000211168,0.000592227,0.000389726,514.726,0.004102413,0.002585576,4.25E-05,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.047030647
10-01-2014,1439.808765,5.237213,7.353648,5273.16748,0.060776344,0.0594251,0.060496775,0.605406959,0.663913708,0.549128457,0.646004553,0.007227841,61660.51029,692.966,5919.544,1780.174,56.482,0,0,0,1,0.045454545,7.63E-06,246400,203100,140100,32200,25200,8600,1,0,0,46.67,78079,26147,400824,17022.92045,0.199499043,0.207626337,298128,226202,71925,1.23E-05,1.15E-05,1.109823817,0.009380863,0.023,5.93E-06,0.000132132,0.000169747,0.000210612,0.000591195,0.000388673,515.043,0.00411626,0.00257821,4.23E-05,0.502719554,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.040283321
11-01-2014,1584.612492,5.329849,7.175678,5894.780762,0.061039023,0.059270297,0.060718063,0.606351861,0.666421787,0.548654924,0.645993383,0.007203002,62152.31457,949.25,4512.836,1920.497,64.065,0,1,0,0,0.05,7.75E-06,222000,171500,142400,24900,20000,8700,1,0,0,49.42,78079,26147,418103,17700.43043,0.199499043,0.207626337,309712,236791,71925,1.23E-05,1.15E-05,1.071286374,0.009380863,0.023,5.93E-06,0.000132132,0.000169747,0.000210612,0.000591195,0.000388673,515.043,0.00411626,0.00257821,4.23E-05,0.502719554,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.037696293
12-01-2014,1810.307154,5.276718,7.06612,8221.240234,0.058769606,0.061103635,0.059852726,0.612576979,0.672188091,0.548092808,0.646258529,0.007164407,62955.56593,1099.44,2783.145,2498.425,54.713,0,1,1,4,0.052631579,1.13E-05,281000,383500,75900,18600,17200,9600,1,0,0,50.08,78079,26147,418103,17700.43043,0.199499043,0.207626337,309712,236791,71925,1.23E-05,1.15E-05,1.071286374,0.009380863,0.023,5.93E-06,0.000132132,0.000169747,0.000210612,0.000591195,0.000388673,515.043,0.00411626,0.00257821,4.23E-05,0.502719554,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.036805295
