Month,Beer_Volume,Beer.price,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate,Unemployment.Female.PCT,Unemployment.Male.PCT,Employment.rate,Employment.Male.PCT,Employment.Female.PCT,Employment.to.population.ratio.15.,Money.Supply,Currency.in.Circulation,Customs.and.import.tax,Taxes.on.goods.and.services,Total.Excise,Wine.Equalistaion.Tax,Global.events,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days,Number.of.Tourists.1wk.,Number.of.Tourists.1.2.wks,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths,Number.of.Tourists.2.3mths,Number.of.Tourists.3.6mths,Number.of.Tourists.6.12mths,Season,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc.,Elections,PMI,FAI.Evolution,Real.Estate.Investment,GDP,GDP.per.capita,GDP.per.capita.growth,GDP.Growth.rate,Private.Sector.Expenditure,Cash.Consumption.Expenditure,Government.Expenditure,Total.Exports,Total.Imports,Balance.of.Import.and.Export,CPI,Inflation.PCT,Total.Import.and.Export,Population.NSW,Population.VIC,Population.QLD,Population.SA,Population.WA,Population.TAS,Population.NT,Population.ACT,Population.Australia,Population.by.Gender,GDP.USD,Government.Revenue,FDI.Investment.Utilized,Urbanization.rate,WPI,GDP.deflator,Urban.population,Urban.population.PCT.growth,Total.Population,LDA.Population,Population.Under.18,Population.in.age.bracket.18...24,Population.in.age.bracket.25...34,Population.in.age.bracket.35...44,Population.in.age.bracket.45...54,Population.in.age.bracket.55...64,Population.in.age.bracket.65...74,Population.in.age.bracket.75...84,Population.in.age.bracket.85...100,On.premise...Off.premise.Split,Total.expenditure,PCT.of.population.born.locally,Output.of.Beer,Output.of.Cider..Perry,Output.of.RTDs..High.Strength.Premixes,Output.of.Spirits,Output.of.Wine,Output.of.Soft.Drinks,Disposable.Income,Weighted.Temp,Beer.price_lag_3,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate_lag_1,Unemployment.Female.PCT_lag_3,Unemployment.Male.PCT_lag_1,Employment.rate,Employment.Male.PCT,Employment.Female.PCT_lag_1,Employment.to.population.ratio.15.,Money.Supply_inv,Currency.in.Circulation_lag_2,Customs.and.import.tax,Taxes.on.goods.and.services_lag_3,Total.Excise,Wine.Equalistaion.Tax_lag_3,Global.events_lag_1,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days_inv,Number.of.Tourists.1wk._inv,Number.of.Tourists.1.2.wks_lag_3,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths_lag_2,Number.of.Tourists.2.3mths_lag_2,Number.of.Tourists.3.6mths_lag_2,Number.of.Tourists.6.12mths_lag_1,Season_lag_1,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc._lag_3,Elections_lag_3,PMI_lag_1,FAI.Evolution_lag_3,Real.Estate.Investment_lag_3,GDP_lag_1,GDP.per.capita_lag_1,GDP.per.capita.growth_SqRT,GDP.Growth.rate_SqRT,Private.Sector.Expenditure_lag_1,Cash.Consumption.Expenditure_lag_1,Government.Expenditure_lag_3,Total.Exports_inv,Total.Imports_inv,Balance.of.Import.and.Export_lag_1,CPI_inv,Inflation.PCT_lag_3,Total.Import.and.Export_inv,Population.NSW_inv,Population.VIC_inv,Population.QLD_inv,Population.SA_inv,Population.WA_inv,Population.TAS_lag_3,Population.NT_inv,Population.ACT_inv,Population.Australia_inv,Population.by.Gender_lag_3,GDP.USD_lag_1,Government.Revenue_lag_1,FDI.Investment.Utilized,Urbanization.rate_lag_1,WPI_lag_1,GDP.deflator_lag_1,Urban.population_lag_1,Urban.population.PCT.growth,Total.Population_lag_1,LDA.Population_lag_1,Population.Under.18_lag_1,Population.in.age.bracket.18...24_lag_1,Population.in.age.bracket.25...34_lag_1,Population.in.age.bracket.35...44_lag_1,Population.in.age.bracket.45...54_lag_1,Population.in.age.bracket.55...64_lag_1,Population.in.age.bracket.65...74_lag_1,Population.in.age.bracket.75...84_lag_1,Population.in.age.bracket.85...100_lag_1,On.premise...Off.premise.Split_lag_1,Total.expenditure_lag_1,PCT.of.population.born.locally_lag_1,Output.of.Beer_lag_1,Output.of.Cider..Perry_inv,Output.of.RTDs..High.Strength.Premixes_lag_1,Output.of.Spirits_lag_1,Output.of.Wine_inv,Output.of.Soft.Drinks_lag_1,Disposable.Income_lag_1,Weighted.Temp_inv
04-01-2012,1383.085355,4.876486,7.907346,3477.214111,0.050215815,0.052353667,0.048416852,0.618502851,0.682746542,0.556064434,0.651676957,116.2564,53368.74854,612.8,5282.856,2388.369,79.64,0,1,1,3,18,99500,224000,190200,90300,22900,23100,14000,3,0,0,44.89,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,23.62387147,4.712773,7.907346,3477.214111,0.054989547,0.056022965,0.052832242,0.618502851,0.682746542,0.559270223,0.651676957,0.008601677,52364.26494,612.8,2136.954,2388.369,82.714,1,1,1,3,0.055555556,1.01E-05,189400,190200,52500,14200,14800,13000,3,0,0,49.3,71418,23454,362348,16006.80157,0.209655963,0.219449593,278520,209256,69236,1.45E-05,1.17E-05,1.318258966,0.009960159,0.016,6.50E-06,0.000136852,0.00017754,0.000218904,0.000603852,0.000410173,512.259,0.004239426,0.002665366,4.40E-05,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.042330064
05-01-2012,1256.578116,4.899366,7.916651,2854.047852,0.051653198,0.054867105,0.048926908,0.620977316,0.683569881,0.560133868,0.65149078,117.1095,53075.6417,591.976,4917.099,1940.036,62.599,0,0,0,0,23,98900,181000,182500,113300,32500,33500,12400,3,0,0,40.41,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,19.87806978,4.929352,7.916651,2854.047852,0.050215815,0.06138033,0.048416852,0.620977316,0.683569881,0.556064434,0.65149078,0.008539017,53261.63113,591.976,7299.916,1940.036,84.996,0,0,0,0,0.043478261,1.01E-05,168900,182500,82900,18800,18000,14000,3,0,0,44.89,71418,23454,379798,16710.39051,0.209655963,0.219449593,286217,213253,69236,1.45E-05,1.17E-05,1.23870264,0.009960159,0.016,6.50E-06,0.000136852,0.00017754,0.000218904,0.000603852,0.000410173,512.259,0.004239426,0.002665366,4.40E-05,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.050306695
06-01-2012,1250.914708,4.85397,8.017071,2669.790039,0.05010013,0.053357196,0.047346262,0.618068474,0.681350271,0.556544977,0.651285452,118.2616,53594.96399,630.102,2025.235,1776.323,42.428,0,0,0,1,20,93800,213600,255800,154900,38800,31300,11600,4,0,0,46.04,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,16.93771679,4.886318,8.017071,2669.790039,0.051653198,0.057531649,0.048926908,0.618068474,0.681350271,0.560133868,0.651285452,0.00845583,53368.74854,630.102,2444.891,1776.323,28.787,0,0,0,1,0.05,1.07E-05,201100,255800,90300,22900,23100,12400,3,0,0,40.41,71418,23454,379798,16710.39051,0.209655963,0.219449593,286217,213253,69236,1.45E-05,1.17E-05,1.23870264,0.009960159,0.016,6.50E-06,0.000136852,0.00017754,0.000218904,0.000603852,0.000410173,512.259,0.004239426,0.002665366,4.40E-05,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.059039835
07-01-2012,1424.697673,4.85724,7.907315,2889.866943,0.04877671,0.049173797,0.048442195,0.617842144,0.680475971,0.55694288,0.651058285,119.0095,53791.97029,697.753,5126.414,2478.859,47.806,0,0,0,0,22,92800,235000,188400,102900,31600,25700,12400,4,0,0,43.21,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,17.00896477,4.876486,7.907315,2889.866943,0.05010013,0.052353667,0.047346262,0.617842144,0.680475971,0.556544977,0.651058285,0.008402691,53075.6417,697.753,5282.856,2478.859,79.64,0,0,0,0,0.045454545,1.08E-05,224000,188400,113300,32500,33500,11600,4,0,0,46.04,87274,28236,379798,16710.39051,0.045696729,0.0804806,286217,213253,72898,1.43E-05,1.12E-05,1.23870264,0.009823183,0.012,6.28E-06,0.00013641,0.000176783,0.00021784,0.000602651,0.000406448,512.106,0.004204189,0.002652907,4.38E-05,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.058792526
08-01-2012,1209.697283,4.957084,8.252458,2828.880615,0.04979287,0.048481998,0.050895617,0.611272932,0.672625512,0.551613902,0.650865415,119.6725,54335.39407,630.949,3723.979,1851.952,47.687,0,0,0,0,23,103300,201100,182400,111300,29500,23300,15400,4,0,0,47.48,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,18.53263234,4.899366,8.252458,2828.880615,0.04877671,0.054867105,0.048442195,0.611272932,0.672625512,0.55694288,0.650865415,0.008356139,53594.96399,630.949,4917.099,1851.952,62.599,0,0,0,0,0.043478261,9.68E-06,181000,182400,154900,38800,31300,12400,4,0,0,43.21,87274,28236,382258,16745.28499,0.045696729,0.0804806,285535,215562,72898,1.43E-05,1.12E-05,1.276129217,0.009823183,0.012,6.28E-06,0.00013641,0.000176783,0.00021784,0.000602651,0.000406448,512.106,0.004204189,0.002652907,4.38E-05,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.053958875
09-01-2012,1290.272206,4.90497,7.905922,3733.721924,0.054525936,0.05201869,0.05665281,0.620836043,0.679764168,0.563529055,0.650758592,120.287,55064.40813,598.26,3075.57,1985.962,46.219,0,0,0,0,20,106400,263200,286200,132100,26500,20200,8900,1,0,0,43,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,21.43095806,4.85397,7.905922,3733.721924,0.04979287,0.053357196,0.050895617,0.620836043,0.679764168,0.551613902,0.650758592,0.00831345,53791.97029,598.26,2025.235,1985.962,42.428,0,0,0,0,0.05,9.40E-06,213600,286200,102900,31600,25700,15400,4,0,0,47.48,87274,28236,382258,16745.28499,0.045696729,0.0804806,285535,215562,72898,1.43E-05,1.12E-05,1.276129217,0.009823183,0.012,6.28E-06,0.00013641,0.000176783,0.00021784,0.000602651,0.000406448,512.106,0.004204189,0.002652907,4.38E-05,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.04666147
10-01-2012,1461.46163,5.020857,8.2163,3688.771484,0.051815057,0.052262651,0.051438075,0.61719179,0.679806016,0.556302678,0.650774166,120.7762,55349.74819,749.774,5962.887,2566.727,44.186,0,0,0,1,22,110000,233500,182500,68800,20500,18600,7700,1,0,0,42.79,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,23.59249531,4.85724,8.2163,3688.771484,0.054525936,0.049173797,0.05665281,0.61719179,0.679806016,0.563529055,0.650774166,0.008279777,54335.39407,749.774,5126.414,2566.727,47.806,0,0,0,1,0.045454545,9.09E-06,235000,182500,111300,29500,23300,8900,1,0,0,43,80526,26268,382258,16745.28499,0.199341656,0.209697208,285535,215562,69967,1.39E-05,1.10E-05,1.276129217,0.009803922,0.02,6.15E-06,0.000135928,0.000176041,0.000216972,0.000601613,0.000403306,512.149,0.00417896,0.002646014,4.36E-05,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.04238636
11-01-2012,1659.064149,5.042775,8.031177,4246.935547,0.049210606,0.048477421,0.049829585,0.614827036,0.675776209,0.555559588,0.650874056,121.2896,56541.02445,843.64,4701.555,2060.273,70.491,0,1,0,0,22,118500,197400,156100,86500,45300,27600,9600,1,0,0,44.3,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,25.42225413,4.957084,8.031177,4246.935547,0.051815057,0.048481998,0.051438075,0.614827036,0.675776209,0.556302678,0.650874056,0.00824473,55064.40813,843.64,3723.979,2060.273,47.687,0,1,0,0,0.045454545,8.44E-06,201100,156100,132100,26500,20200,7700,1,0,0,42.79,80526,26268,399067,17410.69399,0.199341656,0.209697208,295566,225110,69967,1.39E-05,1.10E-05,1.268219541,0.009803922,0.02,6.15E-06,0.000135928,0.000176041,0.000216972,0.000601613,0.000403306,512.149,0.00417896,0.002646014,4.36E-05,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.039335615
12-01-2012,1762.816821,5.080619,8.091842,6879.890625,0.052422048,0.052736837,0.052157824,0.621680987,0.68576817,0.559364679,0.651015452,121.8718,58981.69556,762.618,3082.165,2389.045,86.898,0,1,1,4,17,73900,208700,327300,225500,43200,19400,9800,2,0,0,44.27,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,27.89454735,4.90497,8.091842,6879.890625,0.049210606,0.05201869,0.049829585,0.621680987,0.68576817,0.555559588,0.651015452,0.008205344,55349.74819,762.618,3075.57,2389.045,46.219,0,1,1,4,0.058823529,1.35E-05,263200,327300,68800,20500,18600,9600,1,0,0,44.3,80526,26268,399067,17410.69399,0.199341656,0.209697208,295566,225110,69967,1.39E-05,1.10E-05,1.268219541,0.009803922,0.02,6.15E-06,0.000135928,0.000176041,0.000216972,0.000601613,0.000403306,512.149,0.00417896,0.002646014,4.36E-05,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.0358493
01-01-2013,1515.563794,5.023071,8.060044,4939.512207,0.057991104,0.057178514,0.058669921,0.609052788,0.672664171,0.547205711,0.651115868,122.5833,56585.46109,736.944,1600.49,2131.97,71.356,1,1,1,2,21,77400,207700,188000,75100,19000,19300,19400,2,0,0,40.24,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,29.38654067,5.020857,8.060044,4939.512207,0.052422048,0.052262651,0.052157824,0.609052788,0.672664171,0.559364679,0.651115868,0.008157718,56541.02445,736.944,5962.887,2131.97,44.186,0,1,1,2,0.047619048,1.29E-05,233500,188000,86500,45300,27600,9800,2,0,0,44.27,87602,28020,399067,17410.69399,NA,NA,295566,225110,70496,1.50E-05,1.25E-05,1.268219541,0.009765625,0.022,6.83E-06,0.000135391,0.000175105,0.000215891,0.000599867,0.000399833,512.475,0.004151772,0.002631662,4.34E-05,0.50224137,1537,350.43,326853,0.85367037,102.8940568,98.80306857,19402437,0.018586634,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.011038965,272.8391,61.8446,0.001828488,3957.2,33647.14483,0.034029184
02-01-2013,1442.783329,5.140272,8.224159,3799.797363,0.060858374,0.061993896,0.059899833,0.61446577,0.676630163,0.554032138,0.651172274,123.0199,56160.54127,580.043,7245.369,1859.63,70.543,0,0,0,0,20,87500,168200,145800,58100,13800,14300,12800,2,0,0,45.6,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,28.60602645,5.042775,8.224159,3799.797363,0.057991104,0.048477421,0.058669921,0.61446577,0.676630163,0.547205711,0.651172274,0.008128766,58981.69556,580.043,4701.555,1859.63,70.491,1,0,0,0,0.05,1.14E-05,197400,145800,225500,43200,19400,19400,2,0,0,40.24,87602,28020,369502,16041.64292,NA,NA,280939,211429,70496,1.50E-05,1.25E-05,1.201683957,0.009765625,0.022,6.83E-06,0.000135391,0.000175105,0.000215891,0.000599867,0.000399833,512.475,0.004151772,0.002631662,4.34E-05,0.50224137,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.034957669
03-01-2013,1494.53245,5.077154,8.235118,4351.379395,0.059640261,0.059940319,0.059386011,0.614076395,0.674563162,0.555279933,0.651125836,123.598,57275.21901,617.293,3018.143,1874.085,48.71,1,1,1,1,20,121600,223900,203400,84700,17600,18900,12300,3,0,0,44.4,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,27.13221467,5.080619,8.235118,4351.379395,0.060858374,0.052736837,0.059899833,0.614076395,0.674563162,0.554032138,0.651125836,0.008090746,56585.46109,617.293,3082.165,1874.085,86.898,0,1,1,1,0.05,8.22E-06,208700,203400,75100,19000,19300,12800,2,0,0,45.6,87602,28020,369502,16041.64292,NA,NA,280939,211429,70496,1.50E-05,1.25E-05,1.201683957,0.009765625,0.022,6.83E-06,0.000135391,0.000175105,0.000215891,0.000599867,0.000399833,512.475,0.004151772,0.002631662,4.34E-05,0.50224137,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.036856556
04-01-2013,1198.571522,5.018964,8.276952,3424.300049,0.056088367,0.057343191,0.055022502,0.615639256,0.676081675,0.556882883,0.650875781,124.5521,56540.13176,593.493,5797.923,2342.749,89.426,0,0,0,3,19,107700,226600,202600,95900,22900,22300,18100,3,0,0,36.7,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,23.80630906,5.023071,8.276952,3424.300049,0.059640261,0.057178514,0.059386011,0.615639256,0.676081675,0.555279933,0.650875781,0.008028769,56160.54127,593.493,1600.49,2342.749,71.356,1,0,0,3,0.052631579,9.29E-06,207700,202600,58100,13800,14300,12300,3,0,0,44.4,69596,23047,369502,16041.64292,0.21390342,0.222581125,280939,211429,69493,1.36E-05,1.17E-05,1.201683957,0.009727626,0.025,6.30E-06,0.000135006,0.000174412,0.000214991,0.000598704,0.000397553,513.012,0.004122538,0.002625264,4.33E-05,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.042005672
05-01-2013,1415.179078,4.97315,8.02278,3134.721924,0.055572246,0.056133873,0.055097999,0.615376794,0.677183819,0.555291148,0.650384177,125.5426,56628.73048,706.331,4748.945,2099.006,44.839,0,0,0,0,23,106200,201900,198300,127300,32900,31900,12100,3,0,0,43.79,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,20.28037241,5.140272,8.02278,3134.721924,0.056088367,0.061993896,0.055022502,0.615376794,0.677183819,0.556882883,0.650384177,0.007965424,57275.21901,706.331,7245.369,2099.006,70.543,0,0,0,0,0.043478261,9.42E-06,168200,198300,84700,17600,18900,18100,3,0,0,36.7,69596,23047,387808,16775.62306,0.21390342,0.222581125,288897,215954,69493,1.36E-05,1.17E-05,1.163344008,0.009727626,0.025,6.30E-06,0.000135006,0.000174412,0.000214991,0.000598704,0.000397553,513.012,0.004122538,0.002625264,4.33E-05,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.049308759
