Month,Beer_Volume,Beer.price,jf_flag,mj_flag,dec_flag,moncorrectorabs,moncorrector,moncorrectorlag,touristp,touristn,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate,Unemployment.Female..,Unemployment.Male..,Employment.rate,Employment.Male..,Employment.Female..,Employment.to.population.ratio.15...ILOpct...NBSpct.,Money.Supply,Currency.in.Circulation,Customs.and.import.tax,Taxes.on.goods.and.services,Total.Excise..Beer..Tobacco..etc..,Wine.Equalistaion.Tax,Global.events,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days,Number.of.Tourists.1wk.,Number.of.Tourists.1.2.wks,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths,Number.of.Tourists.2.3mths,Number.of.Tourists.3.6mths,Number.of.Tourists.6.12mths,Season..Summer..spring..autumn..winter..flags,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc.,Elections,PMI,Weighted.Temp,GDP.USD,Income.10th.percentile,Income.20th.percentile,Income.30th.percentile,Income.40th.percentile,Income.50th.percentile,Income.60th.percentile,Income.70th.percentile,Income.80th.percentile,Income.90th.percentile,Government.Revenue,FDI.Investment.Utilized,Urbanization.rate,WPI,GDP.deflator,Urban.population,Urban.population...growth,Total.Population,LDA.Population,Population.Under.18,Population.in.age.bracket.18...24,Population.in.age.bracket.25...34,Population.in.age.bracket.35...44,Population.in.age.bracket.45...54,Population.in.age.bracket.55...64,Population.in.age.bracket.65...74,Population.in.age.bracket.75...84,Population.in.age.bracket.85...100,Women.Consumers,On.premise...Off.premise.Split,Total.expenditure..Tourist.,X..of.population.born.locally,Output.of.Beer,Output.of.Cider..Perry,Output.of.RTDs..High.Strength.Premixes,Output.of.Spirits,Output.of.Wine,Output.of.Soft.Drinks,Disposable.Income,FAI.Evolution,Real.Estate.Investment,GDP..local.currency.,GDP.per.capita,GDP.per.capita.growth,GDP.Growth.rate,Private.Sector.Expenditure,Cash.Consumption.Expenditure,Government.Expenditure,Total.Exports,Total.Imports,Balance.of.Import.and.Export,CPI,Inflation..,Total.Import.and.Export,Population.NSW,Population.VIC,Population.QLD,Population.SA,Population.WA,Population.TAS,Population.NT,Population.ACT,Population.Australia,Population.by.Gender,Average.Income
07-01-2013,1399.530637,4.868937,0,0,0,0.195461344,0.195461344,-0.172752481,160000,37100,7.809191,3218.198486,0.053295885,0.052293176,0.054140751,0.613128129,0.674485984,0.553487188,0.649192633,126.6947,57691.19359,725.929,5150.699,2398.975,63.368,0,0,0,0,23,98300,247400,210700,124500,35500,24300,12800,4,0,0,41.97,17.96799607,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,1109.6
08-01-2013,1199.030512,5.06589,0,0,0,0.143262405,-0.143262405,0.195461344,162200,38000,8.098211,3312.047852,0.056459539,0.055569968,0.057212104,0.605982755,0.665523429,0.548119041,0.648490779,126.8645,58282.01999,729.108,4897.964,1951.228,51.49,0,0,0,0,22,110100,215000,204200,131700,30500,25300,12700,4,0,0,46.4,19.67151651,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,1109.6
09-01-2013,1285.699875,5.039227,0,0,0,0.072282867,0.072282867,-0.143262405,171600,28300,8.138353,3821.843018,0.056604765,0.056067334,0.057062183,0.6146133,0.673404219,0.55748884,0.647644059,127.3173,58625.33536,734.725,1841.434,2491.622,50.75,0,0,0,0,21,116800,280200,296000,148100,23500,18700,9600,1,0,1,51.66,22.91162351,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,1109.6
10-01-2013,1574.435691,5.108886,0,0,0,0.224574818,0.224574818,0.072282867,98000,28500,8.35214,4344.773438,0.055865277,0.053494906,0.057873018,0.610970657,0.669938298,0.553698028,0.646778789,128.2188,59097.3521,823.741,6519.266,1921.289,51.671,0,0,0,1,22,124500,236100,192100,78100,19900,19800,8700,1,0,0,53.16,24.24748119,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1114.2
11-01-2013,1576.22275,5.108555,0,0,0,0.001135047,0.001135047,0.224574818,144600,35200,8.104479,4525.069824,0.054269627,0.052373957,0.055876651,0.608389831,0.667272504,0.551223038,0.646106023,129.1325,59292.47747,796.518,5330.105,2204.139,88.048,0,1,0,0,21,121200,217900,164200,99300,45300,25500,9700,1,0,0,47.72,25.09387911,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1114.2
12-01-2013,1897.742974,5.137767,0,0,1,0.203981464,0.203981464,0.001135047,281700,30000,7.737413,8368.519531,0.05675152,0.054909776,0.058309224,0.612618607,0.672794916,0.554219758,0.645689507,130.1513,63018.06969,834.02,3061.992,2574.626,81.403,0,1,1,4,18,87500,229300,362200,238100,43600,19100,10900,2,0,0,47.6,27.43864926,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1114.2
01-01-2014,1431.416965,5.13926,1,0,0,0.245726642,-0.245726642,0.203981464,104700,37900,7.909753,5814.73584,0.063764851,0.064115434,0.06346941,0.600218464,0.661534,0.540706989,0.645532058,131.0204,60638.51291,843.145,2884.92,1730.105,88.865,1,1,1,2,21,86400,220900,215500,84700,20000,18100,19800,2,0,0,46.7,29.50529731,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,1118.6
02-01-2014,1295.234895,5.188815,1,0,0,0.095137946,-0.095137946,-0.245726642,71100,27400,8.032137,4472.916016,0.06802136,0.07236307,0.064340266,0.606661617,0.669162079,0.545993168,0.645607768,131.6592,60168.12208,730.914,7372.303,1852.129,80.976,0,0,0,0,20,108100,176900,152300,56500,14600,15000,12400,2,1,0,48.63,28.74597902,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,1118.6
03-01-2014,1298.673707,5.218802,0,0,0,0.002654972,0.002654972,-0.095137946,98900,30100,7.704807,4647.788574,0.062333622,0.066427572,0.058834734,0.609397234,0.669528054,0.551022113,0.645889871,132.302,60263.17252,620.104,3232.048,2395.84,60.686,1,0,0,1,20,121200,210000,175900,78500,20400,18000,12100,3,0,0,47.89,27.06307973,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,1118.6
04-01-2014,1500.886595,5.181195,0,1,0,0.155707232,0.155707232,0.002654972,126700,35700,7.428785,4874.59668,0.058187655,0.059375053,0.05717954,0.609793611,0.670249992,0.551106925,0.646244721,133.0742,61487.31347,726.665,5929.157,1965.979,65.046,0,1,1,3,19,112200,281700,251200,102800,23900,21100,14600,3,0,0,44.78,23.80181635,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1123
05-01-2014,1255.636159,5.22793,0,1,0,0.163403709,-0.163403709,0.155707232,157000,44100,7.259985,4114.753906,0.058467534,0.060700112,0.056558517,0.609140117,0.668008785,0.551999131,0.646548727,133.8786,60666.58389,902.448,5213.348,1951.169,79.739,0,0,0,0,22,116700,212100,200700,127700,29300,31300,12800,3,0,0,49.22,21.4460914,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1123
06-01-2014,1248.203353,5.172277,0,0,0,0.005919554,-0.005919554,-0.163403709,216000,41200,7.598876,3471.268799,0.058786433,0.058733214,0.058831823,0.608558245,0.66679758,0.552032396,0.646693192,134.7883,60777.50076,814.683,4283.764,2209.899,63.958,0,0,0,1,20,106500,235700,274900,175300,40700,30600,10600,4,0,0,48.91,18.39642445,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1123
07-01-2014,1295.34551,5.237213,0,0,0,0.03776801,0.03776801,-0.005919554,170900,38000,7.208424,3893.320557,0.060333093,0.0594251,0.061105381,0.607152008,0.665634299,0.550398619,0.646666618,135.7666,61336.35923,828.279,5919.544,1989.049,56.482,0,0,0,0,23,107300,246400,224800,135400,35500,24900,13100,4,0,0,50.66,17.60291011,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,78079,26147,400824,17022.92045,0.001402993,0.005050024,298128,226202,71925,79236,87938,1.109823817,106.4,0.023,167174,7541.744,5865.618,4735.56,1688.542,2565.903,515.043,243.759,386.761,23546.136,0.502719554,1125.85
08-01-2014,1273.485672,5.329849,0,0,0,0.016875681,-0.016875681,0.03776801,172300,40100,7.504777,3914.160156,0.05960849,0.059270297,0.059898054,0.608059599,0.664984483,0.552825367,0.646486913,136.6681,61660.51029,773.501,4512.836,1930.917,64.065,0,0,0,0,21,119400,222000,213000,140100,32200,25200,14900,4,0,0,47.62,18.30233398,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,78079,26147,400824,17022.92045,0.001402993,0.005050024,298128,226202,71925,79236,87938,1.109823817,106.4,0.023,167174,7541.744,5865.618,4735.56,1688.542,2565.903,515.043,243.759,386.761,23546.136,0.502719554,1125.85
09-01-2014,1338.542127,5.276718,0,0,0,0.051085345,0.051085345,-0.016875681,167300,28600,7.239272,4706.96582,0.060776344,0.061103635,0.060496775,0.605233323,0.663063815,0.549128457,0.646216213,137.6101,62152.31457,688.383,2783.145,2169.768,54.713,0,0,0,0,22,123600,281000,299600,142400,24900,20000,8600,1,0,0,46.67,21.26273116,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,78079,26147,400824,17022.92045,0.001402993,0.005050024,298128,226202,71925,79236,87938,1.109823817,106.4,0.023,167174,7541.744,5865.618,4735.56,1688.542,2565.903,515.043,243.759,386.761,23546.136,0.502719554,1125.85
10-01-2014,1439.808765,5.21478,0,0,0,0.075654427,0.075654427,0.051085345,94500,25900,7.353648,5273.16748,0.061039023,0.061415481,0.060718063,0.605406959,0.663913708,0.548654924,0.646004553,138.3539,62955.56593,692.966,6258.493,1780.174,51.272,0,0,0,1,22,131100,252500,203100,75900,18600,17200,8700,1,0,0,49.42,24.82416984,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,83314,27199,418103,17700.43043,0.039799868,0.043108696,309712,236791,72925,81376,87177,1.071286374,106.6,0.017,168553,7568.179,5891.105,4748.062,1691.489,2572.856,515.35,242.939,387.866,23621.064,0.502811516,1128.7
11-01-2014,1584.612492,5.24958,0,0,0,0.1005715,0.1005715,0.075654427,139100,36800,7.175678,5894.780762,0.058769606,0.057489139,0.059852726,0.606351861,0.666421787,0.548092808,0.645993383,138.831,63335.28565,949.25,5792.75,1920.497,82.26,0,1,0,0,20,129100,220400,171500,95000,44100,27200,9600,1,0,0,50.08,26.52780726,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,83314,27199,418103,17700.43043,0.039799868,0.043108696,309712,236791,72925,81376,87177,1.071286374,106.6,0.017,168553,7568.179,5891.105,4748.062,1691.489,2572.856,515.35,242.939,387.866,23621.064,0.502811516,1128.7
12-01-2014,1810.307154,5.234837,0,0,1,0.14242893,0.14242893,0.1005715,283900,30100,7.06612,8221.240234,0.058807459,0.059497915,0.058219007,0.612576979,0.672188091,0.554771896,0.646258529,139.5789,66854.28817,1099.44,2995.071,2498.425,73.005,0,1,1,4,19,88500,238800,383500,242600,41300,19000,11100,2,0,0,46.91,27.17000403,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,83314,27199,418103,17700.43043,0.039799868,0.043108696,309712,236791,72925,81376,87177,1.071286374,106.6,0.017,168553,7568.179,5891.105,4748.062,1691.489,2572.856,515.35,242.939,387.866,23621.064,0.502811516,1128.7
01-01-2015,1662.501069,5.311258,1,0,0,0.081646965,-0.081646965,0.14242893,98100,40700,7.039464,6751.506836,0.068031408,0.066904659,0.068980914,0.598692452,0.659313575,0.539913953,0.646681452,140.3066,64652.78822,928.528,2882.493,1689.255,85.365,1,1,1,2,20,91300,242700,223500,77900,20200,21400,19300,2,0,0,49,28.65989269,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,65094,21141,390916,16478.09039,-0.06905708,-0.065024647,295532,223576,71956,78492,82161,1.046743617,106.8,0.013,160653,7601.114,5924.297,4765.096,1696.659,2583.45,516.216,243.159,390.166,23723.38,0.502867762,1132.8
02-01-2015,1055.452127,5.338695,1,0,0,0.365141986,-0.365141986,-0.081646965,73100,26100,7.41193,4800.82373,0.066666617,0.067879861,0.065634858,0.611160201,0.671697226,0.552469326,0.647116037,141.2485,64546.20159,792.49,5968.887,1895.574,87.73,0,0,0,0,20,102400,186900,168600,59000,14100,14900,11200,2,0,0,45.41,28.50276611,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,65094,21141,390916,16478.09039,-0.06905708,-0.065024647,295532,223576,71956,78492,82161,1.046743617,106.8,0.013,160653,7601.114,5924.297,4765.096,1696.659,2583.45,516.216,243.159,390.166,23723.38,0.502867762,1132.8
03-01-2015,1572.300884,5.264642,0,0,0,0.489694173,0.489694173,-0.365141986,113500,34900,7.025076,5838.048828,0.064699926,0.066270861,0.063365081,0.608905929,0.669722388,0.549950169,0.647509634,142.3118,66097.07307,947.479,5111.984,2234.198,61.91,1,0,0,1,21,125800,228300,220700,91400,22100,20000,14900,3,0,0,46.29,26.53696821,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,65094,21141,390916,16478.09039,-0.06905708,-0.065024647,295532,223576,71956,78492,82161,1.046743617,106.8,0.013,160653,7601.114,5924.297,4765.096,1696.659,2583.45,516.216,243.159,390.166,23723.38,0.502867762,1132.8
04-01-2015,1261.277434,5.257238,0,1,0,0.197814205,-0.197814205,0.489694173,122400,38500,7.206573,4648.291504,0.061359426,0.062320357,0.06054066,0.608869373,0.668507003,0.551063443,0.647866674,142.999,65170.01958,981.302,5891.65,1685.499,70.895,0,1,1,3,19,126200,255100,220700,97700,24700,23100,15400,3,0,0,48.04,22.38347735,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,74822,23242,407172,17114.49955,0.038621536,0.041584381,304677,228083,76591,79194,84407,1.065825694,107.5,0.015,163601,7621.339,5946.505,4778.644,1698.873,2589.937,516.592,244.657,391.274,23791.055,0.502946338,1136.9
05-01-2015,1093.949577,5.285446,0,1,0,0.132665385,-0.132665385,-0.197814205,152800,45600,7.294693,3869.096191,0.058434693,0.05910293,0.057862808,0.611911838,0.670349546,0.555275582,0.648199255,143.3346,65061.01569,1068.403,5444.754,1777.627,71.69,0,0,0,0,21,116700,221100,211600,122900,29900,33900,11700,3,0,0,52.29,19.85675948,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,74822,23242,407172,17114.49955,0.038621536,0.041584381,304677,228083,76591,79194,84407,1.065825694,107.5,0.015,163601,7621.339,5946.505,4778.644,1698.873,2589.937,516.592,244.657,391.274,23791.055,0.502946338,1136.9
06-01-2015,1288.687455,5.277982,0,0,0,0.178013578,0.178013578,-0.132665385,207500,36900,7.251835,3821.160645,0.058532292,0.058454116,0.058599337,0.609802277,0.666976935,0.55439693,0.648613679,143.8803,65481.41358,1133.979,2900.393,2116.017,68.613,0,0,0,1,21,115900,248000,291000,172200,35300,27100,9800,4,0,0,44.2,17.63980706,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,74822,23242,407172,17114.49955,0.038621536,0.041584381,304677,228083,76591,79194,84407,1.065825694,107.5,0.015,163601,7621.339,5946.505,4778.644,1698.873,2589.937,516.592,244.657,391.274,23791.055,0.502946338,1136.9
07-01-2015,1421.229635,5.336405,0,0,0,0.102850524,0.102850524,0.178013578,188600,42100,7.19883,3927.002686,0.061572155,0.063145099,0.060220501,0.609465413,0.667005872,0.553705318,0.649147751,145.0163,66759.42528,1137.387,5990.16,1717.174,68.998,0,0,0,0,23,104200,251700,236200,148000,40600,27500,14600,4,0,0,50.4,16.44418352,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,64818,20391,411050,17219.28038,0.006122343,0.009524231,306762,232516,74246,84100,87947,1.045743163,108,0.015,172047,7648.238,5973.379,4792.749,1701.366,2597.922,517.19,244.845,392.571,23871.497,0.502949312,1141.3
08-01-2015,1318.693795,5.45988,0,0,0,0.072145864,-0.072145864,0.102850524,168100,36500,7.301922,4149.035645,0.061138048,0.059720753,0.06235543,0.605673052,0.661172107,0.551890804,0.649791483,145.6591,67129.79413,464.393,4442.22,2202.792,51.549,0,0,0,0,21,117600,226900,222800,138300,29800,22200,14300,4,0,0,51.7,18.14646259,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,64818,20391,411050,17219.28038,0.006122343,0.009524231,306762,232516,74246,84100,87947,1.045743163,108,0.015,172047,7648.238,5973.379,4792.749,1701.366,2597.922,517.19,244.845,392.571,23871.497,0.502949312,1141.3
09-01-2015,1331.707548,5.44094,0,0,0,0.009868669,0.009868669,-0.072145864,167500,30300,7.305662,4926.485352,0.060218157,0.058429576,0.061754191,0.608489394,0.66407303,0.55462495,0.650413991,146.1847,68055.99959,688.383,2783.145,2169.768,54.713,0,0,0,0,22,122500,298700,314000,142700,24800,19500,10800,1,0,0,52.1,20.44527116,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,64818,20391,411050,17219.28038,0.006122343,0.009524231,306762,232516,74246,84100,87947,1.045743163,108,0.015,172047,7648.238,5973.379,4792.749,1701.366,2597.922,517.19,244.845,392.571,23871.497,0.502949312,1141.3
10-01-2015,1485.756646,5.450193,0,0,0,0.115677874,0.115677874,0.009868669,101700,28100,7.227511,6009.441895,0.056909792,0.055880702,0.057795969,0.612641329,0.668259889,0.558747294,0.650841876,146.9124,68409.91013,1816.645,7253.778,1214.704,71.68,0,0,0,1,21,136500,270100,217200,82200,19500,19100,9000,1,0,0,50.2,25.80050431,1339,382.6666667,484.8333333,593.5,702.1666667,812.8333333,932.6666667,1083,1280.333333,1622.833333,387.5,203201,0.857277073,107.5193798,99.34817752,20395526,0.01551353,23781169,18439850,5341319,2270021,3509980,3231289,3121653,2737351,2011422,1086006,472128,0.61,0.804728337,24.550813,0.282,1506.7,122.8572,264.653,63.8811,551.6,4060.8,36473.44479,72586,22533,428118,17880.88175,0.038422126,0.041522929,319281,243695,75586,85698,88679,1.034784942,108.4,0.017,174377,7672.639,5999.517,4806.716,1702.638,2603.275,517.309,244.186,393.257,23942.779,0.503001176,1145.7
