Month,Beer_Volume,Real_BV,GDP_per_capita_currentYuan,Avg_temp_min_China_Farenheit,Avg_temp_China_Farenheit,China_Max_Temp,AvgBeerPrice_CNY,AvgWinePrice_CNY,AvgSpritPrice_CNY,Wine_TotalVolume_millionlitres,Spirits_TotalVolume_1000litres,Output_of_SoftDrinks_CurrentPeriod_10000tons,Retail_Price_Index,Retail_Price_Indices_Fuels,CPI_RealAvgBeerPrice_CNY,Working_Days_Total,FAI_100million_Yuan,PMI,Total_pop,Pop0_4,Pop5_9,Pop10_14,Pop15_19,Pop20_24,Pop25_29,Pop20_29,Pop30_34,Pop35_39,Pop40_44,Pop45_49,Pop50_54,Pop55_59,Pop60_64,Pop40_64,Pop_lda,Pop65_69,Pop70_74,Pop75_79,Pop80,Sum_of_Beijing_Olympics,Sum_of_Chinese_Grand_Prix,Sum_of_Qingdao_Beer_Festival,Sum_of_Shanghai_Intl_Beer_Festival,Sum_of_Shanghai_Rolex_Masters,Sum_of_Shanlanaya_Music_Festival,Sum_of_Jan_Flag,Sum_of_Feb_Flag,Sum_of_Mar_Flag,Sum_of_Apr_Flag,Sum_of_May_Flag,Sum_of_Jun_Flag,Sum_of_Jul_Flag,Sum_of_Aug_Flag,Sum_of_Sep_Flag,Sum_of_Oct_Flag,Sum_of_Nov_Flag,Sum_of_Dec_Flag,Chinese_New_Year,Spring_Festival_Golden_Week,Working_Days_Total,CPI_imf,DI_imf,wage_index_imf,unemp_rate_imf,Output_of_Liquor_CurrentPeriod,Output_of_SoftDrinks_CurrentPeriod,Output_of_Wine_CurrentPeriod,Urban_population,Total_Value_of_Exports_Current_Period,Inflation_consumer_prices,GDP_deflator,Consumer_Price_Index,Retail_Price_Index,Retail_Price_Indices_Beverages_Tobacco_and_Liquor,Retail_Price_Indices_Food,Retail_Price_Indices_Fuels,GDP_deflator_Annual,Consumer_Price_Index_Annual,Retail_Price_Index_Annual,Retail_Price_Indices_Beverages_Tobacco_and_Liquor_Annual,Retail_Price_Indices_Food_Annual,Retail_Price_Indices_Fuels_Annual,std_pop
02-01-2007,218.516503,21851.6503,203.3708556,42.52604447,50.98448237,65.56570062,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,305.3,92.25398711,82.01126058,6.395917423,15,4356.673333,50.8,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,18,78.75320345,408.017,112.8779395,4.1,34.8,305.3,4.1,595.670841,82.090907,4.750296622,131.0208886,92.12668122,92.25398711,93.68779966,79.82610429,82.01126058,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
03-01-2007,280.75073,28075.073,203.3708556,47.8394801,54.29831025,66.54111071,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,362.8,92.07203869,81.66620874,6.395917423,18,8008.6,52.2,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,78.75320345,408.017,112.8779395,4.1,35.6,362.8,4.8,595.670841,83.366635,4.750296622,131.0208886,91.71585165,92.07203869,93.69156717,79.4928735,81.66620874,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
04-01-2007,320.0591757,32005.91757,203.3708556,53.96254282,62.55552977,74.46961686,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,414.9,91.91846098,81.91585602,6.395917423,19,8050.8,53.1,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,79.0319259,391.891,98.88017917,4.1,32.7,414.9,3.8,595.670841,97.42024,4.750296622,131.0208886,91.6512514,91.91846098,93.9725899,78.77972533,81.91585602,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
05-01-2007,372.314673,37231.4673,203.3708556,64.9995917,74.63208956,85.97977874,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,433.9,92.06265543,82.31953071,6.395917423,17,9450.37,52.1,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,79.0319259,391.891,98.88017917,4.1,38.7,433.9,3.7,595.670841,94.035278,4.750296622,131.0208886,91.87803265,92.06265543,93.97994638,79.09588379,82.31953071,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
06-01-2007,478.3066667,47830.66667,203.3708556,71.71961619,78.95831687,88.01320574,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,497.8,92.60886449,82.70946143,6.395917423,18,14033.04,52.3,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,79.0319259,391.891,98.88017917,4.1,37.9,497.8,4.8,595.670841,103.192584,4.750296622,131.0208886,92.297724,92.60886449,94.07783234,80.39993628,82.70946143,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
07-01-2007,447.1403107,44714.03107,203.3708556,75.00644786,81.6130369,92.72166945,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,491.9,92.97815398,83.16438402,6.395917423,21,10620.01,51.8,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,80.77000966,428.14,96.41657335,4,32,491.9,4.4,595.670841,107.683317,4.750296622,131.0208886,93.09749472,92.97815398,94.08119311,82.27349272,83.16438402,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
08-01-2007,455.9403107,45594.03107,203.3708556,74.78297849,81.6348704,90.30614213,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,529.1,93.92491268,83.3865529,6.395917423,21,9961.17,52.7,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,80.77000966,428.14,96.41657335,4,35.9,529.1,4.8,595.670841,111.326978,4.750296622,131.0208886,94.14738595,93.92491268,94.17553804,84.81309269,83.3865529,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
09-01-2007,381.8669773,38186.69773,203.3708556,67.09863377,73.97530817,85.79211366,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,512.1,94.09328999,83.61380788,6.395917423,18,11587.78,52.7,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,80.77000966,428.14,96.41657335,4,47.1,512.1,7.5,595.670841,112.397986,4.750296622,131.0208886,94.50959831,94.09328999,94.36871457,84.95282122,83.61380788,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
10-01-2007,281.2257347,28122.57347,203.3708556,58.48296313,64.87890064,78.99848366,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,413.5,94.24082469,84.63860369,6.395917423,17,10706.54,52.8,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,82.04452853,461.423,104.5912654,4,47.9,413.5,6.1,595.670841,107.711121,4.750296622,131.0208886,94.70034938,94.24082469,94.56180738,85.27299611,84.63860369,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
11-01-2007,226.3933333,22639.33333,203.3708556,46.72172109,54.60153318,69.8372357,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,347.2,95.18951224,90.48800753,6.395917423,21,11651.29,52.5,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,82.04452853,461.423,104.5912654,4,49.4,347.2,7.6,595.670841,117.759567,4.750296622,131.0208886,95.53422881,95.18951224,94.74421996,86.45504276,90.48800753,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
12-01-2007,235.81,23581,203.3708556,39.88830606,46.20857426,61.85609119,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,388.6,96.1014979,90.85585668,6.395917423,20,16809.3,52.6,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,82.04452853,461.423,104.5912654,4,60.6,388.6,8.7,595.670841,114.410171,4.750296622,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
01-01-2008,230.1993533,23019.93533,239.1201483,32.1179982,37.68126544,53.12749175,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,440.9,97.54898422,91.59622917,6.797406068,20,2707.096667,51.6,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,85.08232685,434.797,110.75028,4,51.5,440.9,9.3,616.48119,109.64003,5.864383723,141.2505299,97.54670048,97.54898422,95.74554664,92.18951953,91.59622917,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
02-01-2008,212.67602,21267.602,239.1201483,33.17046698,40.23886746,54.7539215,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,381,99.72656006,91.93462311,6.797406068,15,5414.193333,51.6,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,20,85.08232685,434.797,110.75028,4,43.5,381,5.9,616.48119,87.350796,5.864383723,141.2505299,100.1417025,99.72656006,96.31105805,98.58523879,91.93462311,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
03-01-2008,308.16602,30816.602,239.1201483,47.45568128,56.17908112,70.18614091,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,481.2,99.2536577,92.36448209,6.797406068,19,10195.65,53.6,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,85.08232685,434.797,110.75028,4,45.9,481.2,7.7,616.48119,108.906082,5.864383723,141.2505299,99.32826733,99.2536577,96.59600575,96.50434843,92.36448209,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
04-01-2008,323.6026867,32360.26867,239.1201483,56.10406428,63.70748914,75.99170934,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,501.3,99.36385631,92.72874901,6.797406068,21,10093.13,53.2,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,85.16835553,423.363,102.4636058,4,41.3,501.3,7,616.48119,118.717896,5.864383723,141.2505299,99.44160777,99.36385631,96.97971278,96.19004463,92.72874901,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
05-01-2008,372.61602,37261.602,239.1201483,63.35227346,72.40936117,83.73949379,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,542.7,98.96735458,94.0912236,6.797406068,21,11854.13,52.2,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,85.16835553,423.363,102.4636058,4,40.2,542.7,7.3,616.48119,120.440344,5.864383723,141.2505299,98.95264116,98.96735458,97.17526455,94.83596467,94.0912236,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
06-01-2008,442.570077,44257.0077,239.1201483,69.73534873,77.27037457,86.385627,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,607.2,99.18409387,98.25884017,6.797406068,21,18171.78,51.4,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,85.16835553,423.363,102.4636058,4,47.5,607.2,8.9,616.48119,121.196262,5.864383723,141.2505299,98.8508624,99.18409387,97.37055647,94.22872532,98.25884017,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
07-01-2008,464.8298053,46482.98053,239.1201483,74.66544502,82.0900195,90.72991872,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,603.3,99.30066845,103.5396581,6.797406068,21,13724.1,50.9,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,85.02075997,463.142,101.0078387,4,38.8,603.3,4.6,616.48119,136.644798,5.864383723,141.2505299,98.96263688,99.30066845,97.46811606,94.20314917,103.5396581,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
08-01-2008,445.0980586,44509.80586,239.1201483,73.08777091,79.92820015,90.43456561,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,622.9,99.09078288,103.315939,6.797406068,18,12759.61,51.2,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,17,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,85.02075997,463.142,101.0078387,4,40,622.9,4.6,616.48119,134.789086,5.864383723,141.2505299,98.76060786,99.09078288,97.66003295,93.63365433,103.315939,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
09-01-2008,380.766827,38076.6827,239.1201483,68.17676425,75.06171866,87.29132366,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,583.6,99.08023436,104.2664184,6.797406068,20,14951.02,51.2,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,85.02075997,463.142,101.0078387,4,50.1,583.6,5.6,616.48119,136.372795,5.864383723,141.2505299,98.85703983,99.08023436,98.14346316,93.2781977,104.2664184,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
10-01-2008,290.5751967,29057.51967,239.1201483,59.62383326,66.4159424,79.93359559,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,488.3,98.57590263,103.5130123,6.797406068,17,13318.36,49.3,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,84.06094148,468.281,102.1276596,4.2,51.3,488.3,5.9,616.48119,128.272857,5.864383723,141.2505299,98.48836335,98.57590263,98.34427968,92.52120078,103.5130123,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
11-01-2008,265.0262313,26502.62313,239.1201483,46.33324475,54.09557826,69.9908276,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,483.4,97.75962907,100.4416884,6.797406068,20,14425.07,47.7,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,84.06094148,468.281,102.1276596,4.2,56.2,483.4,6.4,616.48119,114.830661,5.864383723,141.2505299,97.8270503,97.75962907,98.34450032,91.55589029,100.4416884,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
12-01-2008,219.737645,21973.7645,239.1201483,35.55956585,44.34663248,62.04917183,6.629229642,47.88571013,157.2286274,2750.9,3842074.5,546.4,97.44691887,95.8529288,6.797406068,22,20553.11,46.7,1326691,78655,73891,88505,120140,121380,93936,215316,104713,126088,117872,91409,81888,74374,48857,414400,860517,37531,30470,20290,16692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,84.06094148,468.281,102.1276596,4.2,68.8,546.4,6.7,616.48119,111.384102,5.864383723,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,141.2505299,97.52587349,97.44691887,98.34816055,92.21995619,95.8529288,-0.004543537
01-01-2009,236.9561876,23695.61876,259.6256178,31.12821367,39.86525274,56.63482376,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,426.9,98.23182711,87.10801394,6.806091394,15,3425.263333,47,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,22,84.56104836,402.287,101.6797312,4.3,55.7,426.9,6.8,637.407288,90.4536,-0.702949137,141.0995098,98.52216749,98.23182711,98.52216749,95.96928983,87.10801394,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
02-01-2009,210.9322278,21093.22278,259.6256178,44.60092496,51.06286406,65.56402901,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,464,98.1309351,86.05080723,6.806091394,18,6850.526667,48.5,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,84.56104836,402.287,101.6797312,4.3,48.1,464,5.7,637.407288,64.87182,-0.702949137,141.0995098,98.53943525,98.1309351,98.52621239,96.61353402,86.05080723,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
03-01-2009,244.8880339,24488.80339,259.6256178,46.14069303,53.88268066,66.12673483,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,595.2,97.76485284,85.80660386,6.806091394,20,13286.21,49.6,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,84.56104836,402.287,101.6797312,4.3,53.6,595.2,6.9,637.407288,90.214514,-0.702949137,141.0995098,98.13632813,97.76485284,98.62452187,95.92532234,85.80660386,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
04-01-2009,300.0433554,30004.33554,259.6256178,56.30268452,64.44991477,75.48393782,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,562.1,97.47594304,86.51592283,6.806091394,22,13520.3,50,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,83.88985519,417.722,98.76819709,4.3,53.3,562.1,6.4,637.407288,91.880935,-0.702949137,141.0995098,97.94998366,97.47594304,98.72534761,94.93957405,86.51592283,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
05-01-2009,428.7472209,42874.72209,259.6256178,63.81096422,72.02822066,82.91116942,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,627.2,97.08697485,86.0934696,6.806091394,18,16438.02,50.4,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,83.88985519,417.722,98.76819709,4.3,51.3,627.2,7,637.407288,88.721177,-0.702949137,141.0995098,97.56730419,97.08697485,98.73006879,94.36178484,86.0934696,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
06-01-2009,449.8076971,44980.76971,259.6256178,70.93035026,79.64851997,89.23232463,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,736.2,96.90285971,88.0399208,6.806091394,21,24578.03,50.6,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,83.88985519,417.722,98.76819709,4.3,61,736.2,7.3,637.407288,95.389009,-0.702949137,141.0995098,97.17039774,96.90285971,98.83111482,93.38066679,88.0399208,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
07-01-2009,477.3262368,47732.62368,259.6256178,75.07690653,82.1393849,91.38284413,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,767.3,96.81815174,91.63259742,6.806091394,22,17833.66,51.1,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,83.88643661,418.687,98.88017917,4.3,56.5,767.3,6.1,637.407288,105.566147,-0.702949137,141.0995098,97.18130942,96.81815174,98.83266968,93.16691452,91.63259742,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
08-01-2009,440.308973,44030.8973,259.6256178,73.91924713,80.2977817,90.92486138,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,810.5,97.10896722,91.53792199,6.806091394,20,17052.78,51.8,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,83.88643661,418.687,98.88017917,4.3,51.4,810.5,7.1,637.407288,103.63892,-0.702949137,141.0995098,97.57548057,97.10896722,99.02727341,94.19545626,91.53792199,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
09-01-2009,380.1585476,38015.85476,259.6256178,68.83778672,75.10334557,86.97441233,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,828.6,97.59403085,94.25684225,6.806091394,19,20191.81,52.7,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,83.88643661,418.687,98.88017917,4.3,64.9,828.6,8.6,637.407288,115.913288,-0.702949137,141.0995098,98.06618351,97.59403085,99.41932818,94.86392706,94.25684225,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
10-01-2009,298.1261234,29812.61234,259.6256178,60.00462815,67.48944892,81.61777203,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,706.8,97.29441589,93.88630217,6.806091394,16,17533.16,52.5,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,84.61757584,453.925,102.4636058,4.3,65,706.8,8.5,637.407288,110.711165,-0.702949137,141.0995098,97.99592154,97.29441589,99.52441103,94.0940612,93.88630217,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
11-01-2009,221.1728303,22117.28303,259.6256178,42.78204435,49.75459475,65.24188037,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,659.3,97.75962907,96.82578758,6.806091394,21,17924.45,51.7,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,84.61757584,453.925,102.4636058,4.3,72.3,659.3,11,637.407288,113.620018,-0.702949137,141.0995098,98.4140126,97.75962907,99.62297883,94.66879056,96.82578758,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
12-01-2009,192.525338,19252.5338,259.6256178,36.73182593,43.17812058,58.69307548,6.763816385,49.39253518,166.5951327,3083.8,3966179.5,633.3,98.81117574,98.72851666,6.806091394,21,25504.41,52.7,1333807,78404,74677,83310,113306,127269,96181,223450,99567,123622,122098,96156,80688,78920,51984,429846,876485,38225,31027,21086,17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,84.61757584,453.925,102.4636058,4.3,84.4,633.3,13.2,637.407288,130.682701,-0.702949137,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,141.0995098,99.37886509,98.81117574,99.62668663,97.4764937,98.72851666,0.227947886
01-01-2010,258.9787481,25897.87481,305.675018,34.6184735,41.73779257,57.18253724,7.134931523,52.75700069,182.0208308,3456.8,4162101.1,628.4,100,100,6.863791649,20,4338.01,51.5,1340969,78847,75444,79238,106717,129818,100027,229845,95880,120032,124838,101018,81067,81601,55866,444390,890147,39452,31539,21801,17784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86.42130182,438.079,105.37514,4.2,74.6,628.4,7.2,658.498663,109.475299,3.314545929,150.8883667,100,100,100,100,100,150.8883667,103.9502929,102.8624339,101.8184737,107.3216196,106.9229835,0.461942203
02-01-2010,199.0928587,19909.28587,305.675018,39.75350683,46.38041114,59.88931308,7.134931523,52.75700069,182.0208308,3456.8,4162101.1,576.3,100.5842085,100.0770888,6.863791649,15,8676.02,51,1340969,78847,75444,79238,106717,129818,100027,229845,95880,120032,124838,101018,81067,81601,55866,444390,890147,39452,31539,21801,17784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,17,86.42130182,438.079,105.37514,4.2,64.8,576.3,7.2,658.498663,94.606451,3.314545929,150.8883667,101.2,100.5842085,100.0041056,103.0866408,100.0770888,150.8883667,103.9502929,102.8624339,101.8184737,107.3216196,106.9229835,0.461942203
03-01-2010,297.5291589,29752.91589,305.675018,45.65875284,52.79462629,66.2622995,7.134931523,52.75700069,182.0208308,3456.8,4162101.1,737.7,100.0134445,99.70727368,6.863791649,20,16778.65,52.9,1340969,78847,75444,79238,106717,129818,100027,229845,95880,120032,124838,101018,81067,81601,55866,444390,890147,39452,31539,21801,17784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,86.42130182,438.079,105.37514,4.2,69.1,737.7,8,658.498663,112.086766,3.314545929,150.8883667,100.4916,100.0134445,100.2025142,101.2971404,99.70727368,150.8883667,103.9502929,102.8624339,101.8184737,107.3216196,106.9229835,0.461942203
